iShares Russell 1000 ETF
Fund Holdings as of,"Nov 07, 2025"
Inception Date,"May 15, 2000"
Shares Outstanding,"119,800,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"TDG","TRANSDIGM GROUP INC","Industrials","Equity","50,556,590.76","0.11","50,556,590.76","39,351.00","1,284.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NKE","NIKE INC CLASS B","Consumer Discretionary","Equity","50,283,850.99","0.11","50,283,850.99","823,111.00","61.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UPS","UNITED PARCEL SERVICE INC CLASS B","Industrials","Equity","50,234,814.40","0.11","50,234,814.40","523,552.00","95.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CI","CIGNA","Health Care","Equity","49,689,976.06","0.11","49,689,976.06","187,807.00","264.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"REGN","REGENERON PHARMACEUTICALS INC","Health Care","Equity","49,016,888.91","0.11","49,016,888.91","74,547.00","657.53","United States","NASDAQ","USD","1.00","USD","-"
"VRT","VERTIV HOLDINGS CLASS A","Industrials","Equity","48,673,298.40","0.11","48,673,298.40","270,708.00","179.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GM","GENERAL MOTORS","Consumer Discretionary","Equity","48,018,874.00","0.11","48,018,874.00","678,712.00","70.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GLW","CORNING INC","Information Technology","Equity","47,491,918.68","0.11","47,491,918.68","555,591.00","85.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CSX","CSX CORP","Industrials","Equity","47,456,637.06","0.11","47,456,637.06","1,342,859.00","35.34","United States","NASDAQ","USD","1.00","USD","-"
"MAR","MARRIOTT INTERNATIONAL INC CLASS A","Consumer Discretionary","Equity","47,366,199.96","0.11","47,366,199.96","162,681.00","291.16","United States","NASDAQ","USD","1.00","USD","-"
"COR","CENCORA INC","Health Care","Equity","47,001,013.50","0.11","47,001,013.50","130,305.00","360.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PWR","QUANTA SERVICES INC","Industrials","Equity","46,685,109.08","0.11","46,685,109.08","104,908.00","445.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RBLX","ROBLOX CORP CLASS A","Communication","Equity","46,536,191.96","0.11","46,536,191.96","435,569.00","106.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AEP","AMERICAN ELECTRIC POWER INC","Utilities","Equity","46,457,539.41","0.11","46,457,539.41","382,587.00","121.43","United States","NASDAQ","USD","1.00","USD","-"
"CMI","CUMMINS INC","Industrials","Equity","46,432,760.64","0.11","46,432,760.64","98,096.00","473.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MSI","MOTOROLA SOLUTIONS INC","Information Technology","Equity","46,385,151.00","0.11","46,385,151.00","118,708.00","390.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RCL","ROYAL CARIBBEAN GROUP LTD","Consumer Discretionary","Equity","46,351,890.55","0.10","46,351,890.55","181,055.00","256.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COIN","COINBASE GLOBAL INC CLASS A","Financials","Equity","46,315,663.94","0.10","46,315,663.94","149,821.00","309.14","United States","NASDAQ","USD","1.00","USD","-"
"VST","VISTRA CORP","Utilities","Equity","46,227,539.00","0.10","46,227,539.00","242,029.00","191.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NSC","NORFOLK SOUTHERN CORP","Industrials","Equity","45,825,079.50","0.10","45,825,079.50","161,214.00","284.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"XTSLA","BLK CSH FND TREASURY SL AGENCY","Cash and/or Derivatives","Money Market","45,773,794.21","0.10","45,773,794.21","45,773,794.00","1.00","United States","-","USD","1.00","USD","-"
"ECL","ECOLAB INC","Materials","Equity","45,672,845.47","0.10","45,672,845.47","178,319.00","256.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MSTR","STRATEGY INC CLASS A","Information Technology","Equity","45,539,451.62","0.10","45,539,451.62","188,234.00","241.93","United States","NASDAQ","USD","1.00","USD","-"
"PYPL","PAYPAL HOLDINGS INC","Financials","Equity","45,392,353.16","0.10","45,392,353.16","685,478.00","66.22","United States","NASDAQ","USD","1.00","USD","-"
"HLT","HILTON WORLDWIDE HOLDINGS INC","Consumer Discretionary","Equity","45,365,380.28","0.10","45,365,380.28","165,979.00","273.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CTAS","CINTAS CORP","Industrials","Equity","45,276,820.29","0.10","45,276,820.29","244,647.00","185.07","United States","NASDAQ","USD","1.00","USD","-"
"TRV","TRAVELERS COMPANIES INC","Financials","Equity","45,180,640.89","0.10","45,180,640.89","161,469.00","279.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AJG","ARTHUR J GALLAGHER","Financials","Equity","45,117,054.61","0.10","45,117,054.61","180,461.00","250.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADSK","AUTODESK INC","Information Technology","Equity","45,055,459.80","0.10","45,055,459.80","151,610.00","297.18","United States","NASDAQ","USD","1.00","USD","-"
"CL","COLGATE-PALMOLIVE","Consumer Staples","Equity","45,057,414.60","0.10","45,057,414.60","572,085.00","78.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AZO","AUTOZONE INC","Consumer Discretionary","Equity","44,418,333.96","0.10","44,418,333.96","11,946.00","3,718.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SRE","SEMPRA","Utilities","Equity","43,535,470.44","0.10","43,535,470.44","464,527.00","93.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MPC","MARATHON PETROLEUM CORP","Energy","Equity","42,446,615.68","0.10","42,446,615.68","219,068.00","193.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SPG","SIMON PROPERTY GROUP REIT INC","Real Estate","Equity","42,358,723.20","0.10","42,358,723.20","230,712.00","183.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DDOG","DATADOG INC CLASS A","Information Technology","Equity","42,014,663.04","0.10","42,014,663.04","219,696.00","191.24","United States","NASDAQ","USD","1.00","USD","-"
"EOG","EOG RESOURCES INC","Energy","Equity","41,423,178.52","0.09","41,423,178.52","392,972.00","105.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TFC","TRUIST FINANCIAL CORP","Financials","Equity","41,140,711.74","0.09","41,140,711.74","919,551.00","44.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APD","AIR PRODUCTS AND CHEMICALS INC","Materials","Equity","41,141,517.30","0.09","41,141,517.30","158,395.00","259.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IDXX","IDEXX LABORATORIES INC","Health Care","Equity","40,966,829.70","0.09","40,966,829.70","57,826.00","708.45","United States","NASDAQ","USD","1.00","USD","-"
"DLR","DIGITAL REALTY TRUST REIT INC","Real Estate","Equity","40,776,658.02","0.09","40,776,658.02","240,018.00","169.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FCX","FREEPORT MCMORAN INC","Materials","Equity","40,525,505.13","0.09","40,525,505.13","1,017,973.00","39.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WDC","WESTERN DIGITAL CORP","Information Technology","Equity","40,280,846.45","0.09","40,280,846.45","247,190.00","162.96","United States","NASDAQ","USD","1.00","USD","-"
"FDX","FEDEX CORP","Industrials","Equity","40,036,344.22","0.09","40,036,344.22","152,758.00","262.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PSX","PHILLIPS","Energy","Equity","40,015,570.35","0.09","40,015,570.35","290,073.00","137.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AFL","AFLAC INC","Financials","Equity","39,548,728.05","0.09","39,548,728.05","346,645.00","114.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALNY","ALNYLAM PHARMACEUTICALS INC","Health Care","Equity","39,318,843.20","0.09","39,318,843.20","88,816.00","442.70","United States","NASDAQ","USD","1.00","USD","-"
"SLB","SLB NV","Energy","Equity","39,160,468.62","0.09","39,160,468.62","1,068,207.00","36.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"URI","UNITED RENTALS INC","Industrials","Equity","39,144,192.75","0.09","39,144,192.75","46,147.00","848.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APO","APOLLO GLOBAL MANAGEMENT INC","Financials","Equity","39,059,871.97","0.09","39,059,871.97","295,081.00","132.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VLO","VALERO ENERGY CORP","Energy","Equity","39,012,051.18","0.09","39,012,051.18","222,139.00","175.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LHX","L3HARRIS TECHNOLOGIES INC","Industrials","Equity","38,631,039.28","0.09","38,631,039.28","132,908.00","290.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZTS","ZOETIS INC CLASS A","Health Care","Equity","38,183,534.64","0.09","38,183,534.64","317,561.00","120.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALL","ALLSTATE CORP","Financials","Equity","37,934,836.83","0.09","37,934,836.83","187,527.00","202.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NU","NU HOLDINGS LTD CLASS A","Financials","Equity","37,844,855.73","0.09","37,844,855.73","2,384,679.00","15.87","Brazil","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WBD","WARNER BROS. DISCOVERY INC SERIES","Communication","Equity","37,641,063.97","0.09","37,641,063.97","1,660,391.00","22.67","United States","NASDAQ","USD","1.00","USD","-"
"D","DOMINION ENERGY INC","Utilities","Equity","37,397,718.74","0.08","37,397,718.74","607,303.00","61.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FTNT","FORTINET INC","Information Technology","Equity","37,061,748.07","0.08","37,061,748.07","453,133.00","81.79","United States","NASDAQ","USD","1.00","USD","-"
"KMI","KINDER MORGAN INC","Energy","Equity","36,975,547.80","0.08","36,975,547.80","1,392,676.00","26.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROST","ROSS STORES INC","Consumer Discretionary","Equity","36,930,650.52","0.08","36,930,650.52","229,269.00","161.08","United States","NASDAQ","USD","1.00","USD","-"
"F","FORD MOTOR CO","Consumer Discretionary","Equity","36,704,222.78","0.08","36,704,222.78","2,778,518.00","13.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"O","REALTY INCOME REIT CORP","Real Estate","Equity","36,666,932.50","0.08","36,666,932.50","644,750.00","56.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ABNB","AIRBNB INC CLASS A","Consumer Discretionary","Equity","36,580,222.08","0.08","36,580,222.08","302,616.00","120.88","United States","NASDAQ","USD","1.00","USD","-"
"BDX","BECTON DICKINSON","Health Care","Equity","36,435,147.84","0.08","36,435,147.84","204,876.00","177.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PCAR","PACCAR INC","Industrials","Equity","36,271,140.94","0.08","36,271,140.94","367,526.00","98.69","United States","NASDAQ","USD","1.00","USD","-"
"EA","ELECTRONIC ARTS INC","Communication","Equity","35,952,735.60","0.08","35,952,735.60","179,226.00","200.60","United States","NASDAQ","USD","1.00","USD","-"
"CAH","CARDINAL HEALTH INC","Health Care","Equity","34,999,060.14","0.08","34,999,060.14","171,842.00","203.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MNST","MONSTER BEVERAGE CORP","Consumer Staples","Equity","34,612,716.86","0.08","34,612,716.86","496,382.00","69.73","United States","NASDAQ","USD","1.00","USD","-"
"WDAY","WORKDAY INC CLASS A","Information Technology","Equity","34,473,527.00","0.08","34,473,527.00","153,100.00","225.17","United States","NASDAQ","USD","1.00","USD","-"
"FERG","FERGUSON ENTERPRISES INC","Industrials","Equity","34,411,636.44","0.08","34,411,636.44","137,834.00","249.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROP","ROPER TECHNOLOGIES INC","Information Technology","Equity","34,335,675.25","0.08","34,335,675.25","76,805.00","447.05","United States","NASDAQ","USD","1.00","USD","-"
"EW","EDWARDS LIFESCIENCES CORP","Health Care","Equity","34,154,792.81","0.08","34,154,792.81","409,579.00","83.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"XEL","XCEL ENERGY INC","Utilities","Equity","34,134,553.53","0.08","34,134,553.53","421,883.00","80.91","United States","NASDAQ","USD","1.00","USD","-"
"BKR","BAKER HUGHES CLASS A","Energy","Equity","33,781,906.87","0.08","33,781,906.87","705,701.00","47.87","United States","NASDAQ","USD","1.00","USD","-"
"FAST","FASTENAL","Industrials","Equity","33,380,577.50","0.08","33,380,577.50","817,150.00","40.85","United States","NASDAQ","USD","1.00","USD","-"
"EXC","EXELON CORP","Utilities","Equity","33,263,852.61","0.08","33,263,852.61","719,841.00","46.21","United States","NASDAQ","USD","1.00","USD","-"
"LNG","CHENIERE ENERGY INC","Energy","Equity","32,635,518.30","0.07","32,635,518.30","156,977.00","207.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CARR","CARRIER GLOBAL CORP","Industrials","Equity","32,523,860.34","0.07","32,523,860.34","565,534.00","57.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CBRE","CBRE GROUP INC CLASS A","Real Estate","Equity","32,298,755.55","0.07","32,298,755.55","211,587.00","152.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AME","AMETEK INC","Industrials","Equity","32,179,978.89","0.07","32,179,978.89","163,941.00","196.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AXON","AXON ENTERPRISE INC","Industrials","Equity","31,984,845.86","0.07","31,984,845.86","53,086.00","602.51","United States","NASDAQ","USD","1.00","USD","-"
"AIG","AMERICAN INTERNATIONAL GROUP INC","Financials","Equity","31,948,259.70","0.07","31,948,259.70","415,290.00","76.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DELL","DELL TECHNOLOGIES INC CLASS C","Information Technology","Equity","31,573,067.40","0.07","31,573,067.40","215,222.00","146.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MPWR","MONOLITHIC POWER SYSTEMS INC","Information Technology","Equity","31,548,793.98","0.07","31,548,793.98","32,923.00","958.26","United States","NASDAQ","USD","1.00","USD","-"
"AMP","AMERIPRISE FINANCE INC","Financials","Equity","31,493,981.79","0.07","31,493,981.79","68,253.00","461.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PSA","PUBLIC STORAGE REIT","Real Estate","Equity","31,394,625.50","0.07","31,394,625.50","112,910.00","278.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CTVA","CORTEVA INC","Materials","Equity","31,228,027.55","0.07","31,228,027.55","486,797.00","64.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MSCI","MSCI INC","Financials","Equity","31,197,629.10","0.07","31,197,629.10","53,526.00","582.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VEEV","VEEVA SYSTEMS INC CLASS A","Health Care","Equity","31,055,539.78","0.07","31,055,539.78","105,323.00","294.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ETR","ENTERGY CORP","Utilities","Equity","30,939,270.22","0.07","30,939,270.22","318,338.00","97.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MET","METLIFE INC","Financials","Equity","30,484,901.05","0.07","30,484,901.05","400,327.00","76.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OKE","ONEOK INC","Energy","Equity","30,371,370.12","0.07","30,371,370.12","445,851.00","68.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROK","ROCKWELL AUTOMATION INC","Industrials","Equity","30,148,486.29","0.07","30,148,486.29","80,721.00","373.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TTWO","TAKE TWO INTERACTIVE SOFTWARE INC","Communication","Equity","30,128,680.00","0.07","30,128,680.00","129,865.00","232.00","United States","NASDAQ","USD","1.00","USD","-"
"GWW","WW GRAINGER INC","Industrials","Equity","30,105,725.92","0.07","30,105,725.92","31,523.00","955.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"A","AGILENT TECHNOLOGIES INC","Health Care","Equity","29,756,230.68","0.07","29,756,230.68","202,782.00","146.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PEG","PUBLIC SERVICE ENTERPRISE GROUP IN","Utilities","Equity","29,726,674.20","0.07","29,726,674.20","356,820.00","83.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RSG","REPUBLIC SERVICES INC","Industrials","Equity","29,635,798.50","0.07","29,635,798.50","144,150.00","205.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"YUM","YUM BRANDS INC","Consumer Discretionary","Equity","29,574,969.60","0.07","29,574,969.60","198,330.00","149.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TGT","TARGET CORP","Consumer Staples","Equity","29,509,205.76","0.07","29,509,205.76","323,424.00","91.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FICO","FAIR ISAAC CORP","Information Technology","Equity","29,473,860.00","0.07","29,473,860.00","16,939.00","1,740.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CMG","CHIPOTLE MEXICAN GRILL INC","Consumer Discretionary","Equity","29,199,348.01","0.07","29,199,348.01","954,539.00","30.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CVNA","CARVANA CLASS A","Consumer Discretionary","Equity","28,605,459.00","0.06","28,605,459.00","94,100.00","303.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KR","KROGER","Consumer Staples","Equity","28,009,119.37","0.06","28,009,119.37","431,507.00","64.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FLUT","FLUTTER ENTERTAINMENT PLC","Consumer Discretionary","Equity","27,804,927.07","0.06","27,804,927.07","124,669.00","223.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CCI","CROWN CASTLE INC","Real Estate","Equity","27,646,280.86","0.06","27,646,280.86","308,759.00","89.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DAL","DELTA AIR LINES INC","Industrials","Equity","27,494,722.56","0.06","27,494,722.56","466,962.00","58.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DHI","D R HORTON INC","Consumer Discretionary","Equity","27,478,214.62","0.06","27,478,214.62","189,806.00","144.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
